,facebook_chat.pcap
1835,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1836,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1837,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1838,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1839,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1840,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1841,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1842,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1843,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1844,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1845,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1846,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1847,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1848,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1849,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1850,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1851,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1852,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1853,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1854,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1855,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1856,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1857,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1858,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1859,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1860,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1861,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1862,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1863,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1864,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1865,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1866,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1867,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1868,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1869,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1870,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1871,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1872,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1873,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1874,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1875,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1876,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1877,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1878,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1879,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1880,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1881,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1882,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1883,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1884,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1885,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1886,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1887,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1888,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1889,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1890,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1891,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1892,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1893,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1894,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1895,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1896,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1897,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1898,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1899,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1900,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1901,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1902,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1903,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1904,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1905,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1906,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1907,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1908,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1909,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1910,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1911,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1912,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1913,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1914,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1915,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1916,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1917,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1918,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1919,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1920,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1921,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1922,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1923,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1924,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1925,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1926,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1927,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1928,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1929,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1930,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1931,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1932,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1933,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1934,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1935,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1936,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1937,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1938,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1939,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1940,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1941,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1942,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1943,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1944,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1945,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1946,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1947,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1948,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1949,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1950,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1951,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1952,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1953,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1954,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1955,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1956,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1957,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1958,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1959,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1960,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1961,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1962,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1963,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1964,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1965,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1966,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1967,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1968,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1969,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1970,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1971,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1972,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1973,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1974,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1975,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1976,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1977,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1978,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1979,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1980,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1981,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1982,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1983,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1984,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1985,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1986,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1987,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1988,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1989,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1990,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1991,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1992,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1993,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1994,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1995,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1996,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1997,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1998,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1999,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2000,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2001,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2002,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2003,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2004,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2005,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2006,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2007,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2008,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2009,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2010,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2011,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2012,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2013,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2014,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2015,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2016,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2017,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2018,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2019,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2020,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2021,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2022,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2023,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2024,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2025,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2026,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2027,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2028,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2029,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2030,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2031,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2032,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2033,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2034,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2035,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2036,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2037,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2038,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2039,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2040,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2041,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2042,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2043,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2044,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2045,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2046,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2047,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2048,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2049,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2050,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2051,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2052,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2053,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2054,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2055,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2056,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2057,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2058,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2059,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2060,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2061,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2062,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2063,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2064,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2065,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2066,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2067,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2068,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2069,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2070,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2071,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2072,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2073,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2074,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2075,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2076,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2077,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2078,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2079,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2080,"['10.152.152.11', 33799, '104.86.110.33', 443]"
2081,"['10.152.152.11', 33801, '104.86.110.33', 443]"
2082,"['104.86.110.33', 443, '10.152.152.11', 33799]"
2083,"['104.86.110.33', 443, '10.152.152.11', 33801]"
2084,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2085,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2086,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2087,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2088,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2089,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2090,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2091,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2092,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2093,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2094,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2095,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2096,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2097,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2098,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2099,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2100,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2101,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2102,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2103,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2104,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2105,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2106,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2107,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2108,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2109,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2110,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2111,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2112,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2113,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2114,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2115,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2116,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2117,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2118,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2119,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2120,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2121,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2122,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2123,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2124,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2125,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2126,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2127,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2128,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2129,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2130,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2131,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2132,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2133,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2134,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2135,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2136,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2137,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2138,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2139,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2140,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2141,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2142,"['10.152.152.11', 33804, '104.86.110.33', 443]"
2143,"['10.152.152.11', 33806, '104.86.110.33', 443]"
2144,"['104.86.110.33', 443, '10.152.152.11', 33804]"
2145,"['104.86.110.33', 443, '10.152.152.11', 33806]"
2146,"['10.152.152.11', 39920, '46.229.224.44', 443]"
2147,"['10.152.152.11', 50199, '2.16.162.51', 443]"
2148,"['46.229.224.44', 443, '10.152.152.11', 39920]"
2149,"['2.16.162.51', 443, '10.152.152.11', 50199]"
2150,"['10.152.152.11', 33807, '104.86.110.33', 443]"
2151,"['104.86.110.33', 443, '10.152.152.11', 33807]"
2152,"['10.152.152.11', 33809, '104.86.110.33', 443]"
2153,"['104.86.110.33', 443, '10.152.152.11', 33809]"
2154,"['10.152.152.11', 33796, '104.86.110.33', 443]"
2155,"['104.86.110.33', 443, '10.152.152.11', 33796]"
2156,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2157,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2158,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2159,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2160,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2161,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2162,"['10.152.152.11', 33797, '104.86.110.33', 443]"
2163,"['104.86.110.33', 443, '10.152.152.11', 33797]"
2164,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2165,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2166,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2167,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2168,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2169,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2170,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2171,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2172,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2173,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2174,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2175,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2176,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2177,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2178,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2179,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2180,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2181,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2182,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2183,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2184,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2185,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2186,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2187,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2188,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2189,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2190,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2191,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2192,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2193,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2194,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2195,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2196,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2197,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2198,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2199,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2200,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2201,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2202,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2203,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2204,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2205,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2206,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2207,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2208,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2209,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2210,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2211,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2212,"['10.152.152.11', 33802, '104.86.110.33', 443]"
2213,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2214,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2215,"['104.86.110.33', 443, '10.152.152.11', 33802]"
2216,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2217,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2218,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2219,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2220,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2221,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2222,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2223,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2224,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2225,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2226,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2227,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2228,"['10.152.152.11', 34927, '173.194.204.188', 5228]"
2229,"['173.194.204.188', 5228, '10.152.152.11', 34927]"
2230,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2231,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2232,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2233,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2234,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2235,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2236,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2237,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2238,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2239,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2240,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2241,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2242,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2243,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2244,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2245,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2246,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2247,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2248,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2249,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2250,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2251,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2252,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2253,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2254,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2255,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2256,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2257,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2258,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2259,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2260,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2261,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2262,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2263,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2264,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2265,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2266,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2267,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2268,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2269,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2270,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2271,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2272,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2273,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2274,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2275,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2276,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2277,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2278,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2279,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2280,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2281,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2282,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2283,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2284,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2285,"['66.220.158.19', 443, '10.152.152.11', 33650]"
