,skype_chat.pcap
1761,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1762,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1763,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1764,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1765,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1766,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1767,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1768,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1769,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1770,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1771,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1772,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1773,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1774,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1775,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1776,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1777,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1778,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1779,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1780,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1781,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1782,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1783,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1784,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1785,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1786,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1787,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1788,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1789,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1790,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1791,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1792,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1793,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1794,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1795,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1796,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1797,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1798,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1799,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1800,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1801,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1802,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1803,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1804,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1805,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1806,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1807,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1808,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1809,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1810,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1811,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1812,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1813,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1814,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1815,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1816,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1817,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1818,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1819,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1820,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1821,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1822,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1823,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1824,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1825,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1826,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1827,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1828,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1829,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1830,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1831,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1832,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1833,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1834,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1835,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1836,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1837,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1838,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1839,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1840,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1841,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1842,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1843,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1844,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1845,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1846,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1847,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1848,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1849,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1850,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1851,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1852,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1853,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1854,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1855,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1856,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1857,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1858,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1859,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1860,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1861,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1862,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1863,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1864,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1865,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1866,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1867,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1868,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1869,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1870,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1871,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1872,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1873,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1874,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1875,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1876,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1877,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1878,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1879,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1880,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1881,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1882,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1883,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1884,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1885,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1886,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1887,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1888,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1889,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1890,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1891,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1892,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1893,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1894,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1895,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1896,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1897,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1898,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1899,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1900,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1901,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1902,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1903,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1904,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1905,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1906,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1907,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1908,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1909,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1910,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1911,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1912,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1913,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1914,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1915,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1916,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1917,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1918,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1919,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1920,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1921,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1922,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1923,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1924,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1925,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1926,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1927,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1928,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1929,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1930,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1931,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1932,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1933,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1934,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1935,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1936,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1937,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1938,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1939,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1940,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1941,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1942,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1943,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1944,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1945,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1946,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1947,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1948,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1949,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1950,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1951,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1952,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1953,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1954,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1955,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1956,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1957,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1958,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1959,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1960,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1961,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1962,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1963,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1964,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1965,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1966,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1967,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1968,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1969,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1970,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1971,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1972,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1973,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1974,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1975,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1976,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1977,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1978,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1979,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1980,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1981,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1982,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1983,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1984,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1985,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1986,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1987,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1988,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1989,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1990,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1991,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1992,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1993,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1994,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1995,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1996,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1997,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1998,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1999,"['157.56.126.188', 443, '10.152.152.11', 50946]"
2000,"['10.152.152.11', 50946, '157.56.126.188', 443]"
2001,"['157.56.126.188', 443, '10.152.152.11', 50946]"
2002,"['10.152.152.11', 50946, '157.56.126.188', 443]"
2003,"['10.152.152.11', 50946, '157.56.126.188', 443]"
2004,"['157.56.126.188', 443, '10.152.152.11', 50946]"
2005,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2006,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2007,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2008,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2009,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2010,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2011,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2012,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2013,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2014,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2015,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2016,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2017,"['10.152.152.11', 50946, '157.56.126.188', 443]"
2018,"['157.56.126.188', 443, '10.152.152.11', 50946]"
2019,"['10.152.152.11', 50946, '157.56.126.188', 443]"
2020,"['10.152.152.11', 50946, '157.56.126.188', 443]"
2021,"['157.56.126.188', 443, '10.152.152.11', 50946]"
2022,"['157.56.126.188', 443, '10.152.152.11', 50946]"
2023,"['157.56.126.188', 443, '10.152.152.11', 50946]"
2024,"['10.152.152.11', 50946, '157.56.126.188', 443]"
2025,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2026,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2027,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2028,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2029,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2030,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2031,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2032,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2033,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2034,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2035,"['157.56.126.188', 443, '10.152.152.11', 50946]"
2036,"['10.152.152.11', 50946, '157.56.126.188', 443]"
2037,"['10.152.152.11', 50946, '157.56.126.188', 443]"
2038,"['157.56.126.188', 443, '10.152.152.11', 50946]"
2039,"['157.56.126.188', 443, '10.152.152.11', 50946]"
2040,"['10.152.152.11', 50946, '157.56.126.188', 443]"
2041,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2042,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2043,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2044,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2045,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2046,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2047,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2048,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2049,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2050,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2051,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2052,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2053,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2054,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2055,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2056,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2057,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2058,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2059,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2060,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2061,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2062,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2063,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2064,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2065,"['157.56.126.188', 443, '10.152.152.11', 50946]"
2066,"['10.152.152.11', 50946, '157.56.126.188', 443]"
2067,"['157.56.126.188', 443, '10.152.152.11', 50946]"
2068,"['10.152.152.11', 50946, '157.56.126.188', 443]"
2069,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2070,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2071,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2072,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2073,"['157.56.126.188', 443, '10.152.152.11', 50946]"
2074,"['10.152.152.11', 50946, '157.56.126.188', 443]"
2075,"['10.152.152.11', 50946, '157.56.126.188', 443]"
2076,"['157.56.126.188', 443, '10.152.152.11', 50946]"
2077,"['157.56.126.188', 443, '10.152.152.11', 50946]"
2078,"['10.152.152.11', 50946, '157.56.126.188', 443]"
2079,"['157.56.126.188', 443, '10.152.152.11', 50946]"
2080,"['10.152.152.11', 50946, '157.56.126.188', 443]"
2081,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2082,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2083,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2084,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2085,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2086,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2087,"['157.56.126.188', 443, '10.152.152.11', 50946]"
2088,"['10.152.152.11', 50946, '157.56.126.188', 443]"
2089,"['157.56.126.188', 443, '10.152.152.11', 50946]"
2090,"['10.152.152.11', 50946, '157.56.126.188', 443]"
2091,"['10.152.152.11', 50946, '157.56.126.188', 443]"
2092,"['157.56.126.188', 443, '10.152.152.11', 50946]"
2093,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2094,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2095,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2096,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2097,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2098,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2099,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2100,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2101,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2102,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2103,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2104,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2105,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2106,"['10.152.152.11', 42164, '157.55.130.175', 33033]"
2107,"['157.55.130.175', 33033, '10.152.152.11', 42164]"
2108,"['157.55.130.175', 33033, '10.152.152.11', 42164]"
2109,"['10.152.152.11', 42164, '157.55.130.175', 33033]"
2110,"['10.152.152.11', 50946, '157.56.126.188', 443]"
2111,"['157.56.126.188', 443, '10.152.152.11', 50946]"
2112,"['157.56.126.188', 443, '10.152.152.11', 50946]"
2113,"['10.152.152.11', 50946, '157.56.126.188', 443]"
2114,"['157.56.126.188', 443, '10.152.152.11', 50946]"
2115,"['10.152.152.11', 50946, '157.56.126.188', 443]"
2116,"['157.56.126.188', 443, '10.152.152.11', 50946]"
2117,"['10.152.152.11', 50946, '157.56.126.188', 443]"
2118,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
2119,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
2120,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
