,spotifyAndrew.pcap
459,"['68.232.34.151', 80, '10.152.152.11', 45412]"
460,"['10.152.152.11', 45412, '68.232.34.151', 80]"
461,"['68.232.34.151', 80, '10.152.152.11', 45412]"
462,"['10.152.152.11', 45412, '68.232.34.151', 80]"
463,"['68.232.34.151', 80, '10.152.152.11', 45412]"
464,"['10.152.152.11', 45412, '68.232.34.151', 80]"
465,"['68.232.34.151', 80, '10.152.152.11', 45412]"
466,"['68.232.34.151', 80, '10.152.152.11', 45412]"
467,"['10.152.152.11', 45412, '68.232.34.151', 80]"
468,"['68.232.34.151', 80, '10.152.152.11', 45412]"
469,"['10.152.152.11', 45412, '68.232.34.151', 80]"
470,"['68.232.34.151', 80, '10.152.152.11', 45412]"
471,"['68.232.34.151', 80, '10.152.152.11', 45412]"
472,"['10.152.152.11', 45412, '68.232.34.151', 80]"
473,"['68.232.34.151', 80, '10.152.152.11', 45412]"
474,"['10.152.152.11', 45412, '68.232.34.151', 80]"
475,"['68.232.34.151', 80, '10.152.152.11', 45412]"
476,"['68.232.34.151', 80, '10.152.152.11', 45412]"
477,"['10.152.152.11', 45412, '68.232.34.151', 80]"
478,"['68.232.34.151', 80, '10.152.152.11', 45412]"
479,"['10.152.152.11', 45412, '68.232.34.151', 80]"
480,"['68.232.34.151', 80, '10.152.152.11', 45412]"
481,"['68.232.34.151', 80, '10.152.152.11', 45412]"
482,"['10.152.152.11', 45412, '68.232.34.151', 80]"
483,"['68.232.34.151', 80, '10.152.152.11', 45412]"
484,"['10.152.152.11', 45412, '68.232.34.151', 80]"
485,"['68.232.34.151', 80, '10.152.152.11', 45412]"
486,"['68.232.34.151', 80, '10.152.152.11', 45412]"
487,"['10.152.152.11', 45412, '68.232.34.151', 80]"
488,"['68.232.34.151', 80, '10.152.152.11', 45412]"
489,"['68.232.34.151', 80, '10.152.152.11', 45412]"
490,"['68.232.34.151', 80, '10.152.152.11', 45412]"
491,"['68.232.34.151', 80, '10.152.152.11', 45412]"
492,"['10.152.152.11', 45412, '68.232.34.151', 80]"
493,"['68.232.34.151', 80, '10.152.152.11', 45412]"
494,"['10.152.152.11', 45412, '68.232.34.151', 80]"
495,"['68.232.34.151', 80, '10.152.152.11', 45412]"
496,"['68.232.34.151', 80, '10.152.152.11', 45412]"
497,"['10.152.152.11', 45412, '68.232.34.151', 80]"
498,"['68.232.34.151', 80, '10.152.152.11', 45412]"
499,"['10.152.152.11', 45412, '68.232.34.151', 80]"
500,"['68.232.34.151', 80, '10.152.152.11', 45412]"
501,"['68.232.34.151', 80, '10.152.152.11', 45412]"
502,"['10.152.152.11', 45412, '68.232.34.151', 80]"
503,"['68.232.34.151', 80, '10.152.152.11', 45412]"
504,"['68.232.34.151', 80, '10.152.152.11', 45412]"
505,"['10.152.152.11', 45412, '68.232.34.151', 80]"
506,"['68.232.34.151', 80, '10.152.152.11', 45412]"
507,"['10.152.152.11', 45412, '68.232.34.151', 80]"
508,"['68.232.34.151', 80, '10.152.152.11', 45412]"
509,"['68.232.34.151', 80, '10.152.152.11', 45412]"
510,"['10.152.152.11', 45412, '68.232.34.151', 80]"
511,"['68.232.34.151', 80, '10.152.152.11', 45412]"
512,"['10.152.152.11', 45412, '68.232.34.151', 80]"
513,"['68.232.34.151', 80, '10.152.152.11', 45412]"
514,"['68.232.34.151', 80, '10.152.152.11', 45412]"
515,"['10.152.152.11', 45412, '68.232.34.151', 80]"
516,"['68.232.34.151', 80, '10.152.152.11', 45412]"
517,"['10.152.152.11', 45412, '68.232.34.151', 80]"
518,"['68.232.34.151', 80, '10.152.152.11', 45412]"
519,"['68.232.34.151', 80, '10.152.152.11', 45412]"
520,"['10.152.152.11', 45412, '68.232.34.151', 80]"
521,"['68.232.34.151', 80, '10.152.152.11', 45412]"
522,"['10.152.152.11', 45412, '68.232.34.151', 80]"
523,"['68.232.34.151', 80, '10.152.152.11', 45412]"
524,"['68.232.34.151', 80, '10.152.152.11', 45412]"
525,"['10.152.152.11', 45412, '68.232.34.151', 80]"
526,"['68.232.34.151', 80, '10.152.152.11', 45412]"
527,"['10.152.152.11', 45412, '68.232.34.151', 80]"
528,"['68.232.34.151', 80, '10.152.152.11', 45412]"
529,"['10.152.152.11', 45412, '68.232.34.151', 80]"
530,"['68.232.34.151', 80, '10.152.152.11', 45412]"
531,"['68.232.34.151', 80, '10.152.152.11', 45412]"
532,"['10.152.152.11', 45412, '68.232.34.151', 80]"
533,"['68.232.34.151', 80, '10.152.152.11', 45412]"
534,"['68.232.34.151', 80, '10.152.152.11', 45412]"
535,"['68.232.34.151', 80, '10.152.152.11', 45412]"
536,"['10.152.152.11', 45412, '68.232.34.151', 80]"
537,"['68.232.34.151', 80, '10.152.152.11', 45412]"
538,"['10.152.152.11', 45412, '68.232.34.151', 80]"
539,"['68.232.34.151', 80, '10.152.152.11', 45412]"
540,"['68.232.34.151', 80, '10.152.152.11', 45412]"
541,"['10.152.152.11', 45412, '68.232.34.151', 80]"
542,"['68.232.34.151', 80, '10.152.152.11', 45412]"
543,"['10.152.152.11', 45412, '68.232.34.151', 80]"
544,"['68.232.34.151', 80, '10.152.152.11', 45412]"
545,"['10.152.152.11', 45412, '68.232.34.151', 80]"
546,"['68.232.34.151', 80, '10.152.152.11', 45412]"
547,"['68.232.34.151', 80, '10.152.152.11', 45412]"
548,"['10.152.152.11', 45412, '68.232.34.151', 80]"
549,"['68.232.34.151', 80, '10.152.152.11', 45412]"
550,"['10.152.152.11', 45412, '68.232.34.151', 80]"
551,"['68.232.34.151', 80, '10.152.152.11', 45412]"
552,"['68.232.34.151', 80, '10.152.152.11', 45412]"
553,"['10.152.152.11', 45412, '68.232.34.151', 80]"
554,"['68.232.34.151', 80, '10.152.152.11', 45412]"
555,"['68.232.34.151', 80, '10.152.152.11', 45412]"
556,"['10.152.152.11', 45412, '68.232.34.151', 80]"
557,"['68.232.34.151', 80, '10.152.152.11', 45412]"
558,"['68.232.34.151', 80, '10.152.152.11', 45412]"
559,"['10.152.152.11', 45412, '68.232.34.151', 80]"
560,"['68.232.34.151', 80, '10.152.152.11', 45412]"
561,"['10.152.152.11', 45412, '68.232.34.151', 80]"
562,"['68.232.34.151', 80, '10.152.152.11', 45412]"
563,"['68.232.34.151', 80, '10.152.152.11', 45412]"
564,"['10.152.152.11', 45412, '68.232.34.151', 80]"
565,"['68.232.34.151', 80, '10.152.152.11', 45412]"
566,"['10.152.152.11', 45412, '68.232.34.151', 80]"
567,"['68.232.34.151', 80, '10.152.152.11', 45412]"
568,"['68.232.34.151', 80, '10.152.152.11', 45412]"
569,"['10.152.152.11', 45412, '68.232.34.151', 80]"
570,"['68.232.34.151', 80, '10.152.152.11', 45412]"
571,"['10.152.152.11', 45412, '68.232.34.151', 80]"
572,"['68.232.34.151', 80, '10.152.152.11', 45412]"
573,"['10.152.152.11', 45412, '68.232.34.151', 80]"
574,"['68.232.34.151', 80, '10.152.152.11', 45412]"
575,"['68.232.34.151', 80, '10.152.152.11', 45412]"
576,"['10.152.152.11', 45412, '68.232.34.151', 80]"
577,"['68.232.34.151', 80, '10.152.152.11', 45412]"
578,"['10.152.152.11', 45412, '68.232.34.151', 80]"
579,"['68.232.34.151', 80, '10.152.152.11', 45412]"
580,"['68.232.34.151', 80, '10.152.152.11', 45412]"
581,"['10.152.152.11', 45412, '68.232.34.151', 80]"
582,"['68.232.34.151', 80, '10.152.152.11', 45412]"
583,"['68.232.34.151', 80, '10.152.152.11', 45412]"
584,"['68.232.34.151', 80, '10.152.152.11', 45412]"
585,"['10.152.152.11', 45412, '68.232.34.151', 80]"
586,"['68.232.34.151', 80, '10.152.152.11', 45412]"
587,"['68.232.34.151', 80, '10.152.152.11', 45412]"
588,"['10.152.152.11', 45412, '68.232.34.151', 80]"
589,"['68.232.34.151', 80, '10.152.152.11', 45412]"
590,"['68.232.34.151', 80, '10.152.152.11', 45412]"
591,"['10.152.152.11', 45412, '68.232.34.151', 80]"
592,"['68.232.34.151', 80, '10.152.152.11', 45412]"
593,"['10.152.152.11', 45412, '68.232.34.151', 80]"
594,"['68.232.34.151', 80, '10.152.152.11', 45412]"
595,"['68.232.34.151', 80, '10.152.152.11', 45412]"
596,"['10.152.152.11', 45412, '68.232.34.151', 80]"
597,"['68.232.34.151', 80, '10.152.152.11', 45412]"
598,"['10.152.152.11', 45412, '68.232.34.151', 80]"
599,"['68.232.34.151', 80, '10.152.152.11', 45412]"
600,"['68.232.34.151', 80, '10.152.152.11', 45412]"
601,"['10.152.152.11', 45412, '68.232.34.151', 80]"
602,"['68.232.34.151', 80, '10.152.152.11', 45412]"
603,"['10.152.152.11', 45412, '68.232.34.151', 80]"
604,"['68.232.34.151', 80, '10.152.152.11', 45412]"
605,"['68.232.34.151', 80, '10.152.152.11', 45412]"
606,"['10.152.152.11', 45412, '68.232.34.151', 80]"
607,"['68.232.34.151', 80, '10.152.152.11', 45412]"
608,"['68.232.34.151', 80, '10.152.152.11', 45412]"
609,"['68.232.34.151', 80, '10.152.152.11', 45412]"
610,"['68.232.34.151', 80, '10.152.152.11', 45412]"
611,"['10.152.152.11', 45412, '68.232.34.151', 80]"
612,"['68.232.34.151', 80, '10.152.152.11', 45412]"
613,"['10.152.152.11', 45412, '68.232.34.151', 80]"
614,"['68.232.34.151', 80, '10.152.152.11', 45412]"
615,"['10.152.152.11', 45412, '68.232.34.151', 80]"
616,"['68.232.34.151', 80, '10.152.152.11', 45412]"
617,"['68.232.34.151', 80, '10.152.152.11', 45412]"
618,"['10.152.152.11', 45412, '68.232.34.151', 80]"
619,"['68.232.34.151', 80, '10.152.152.11', 45412]"
620,"['68.232.34.151', 80, '10.152.152.11', 45412]"
621,"['68.232.34.151', 80, '10.152.152.11', 45412]"
622,"['68.232.34.151', 80, '10.152.152.11', 45412]"
623,"['68.232.34.151', 80, '10.152.152.11', 45412]"
624,"['68.232.34.151', 80, '10.152.152.11', 45412]"
625,"['10.152.152.11', 45412, '68.232.34.151', 80]"
626,"['68.232.34.151', 80, '10.152.152.11', 45412]"
627,"['10.152.152.11', 45412, '68.232.34.151', 80]"
628,"['68.232.34.151', 80, '10.152.152.11', 45412]"
629,"['68.232.34.151', 80, '10.152.152.11', 45412]"
630,"['10.152.152.11', 45412, '68.232.34.151', 80]"
631,"['68.232.34.151', 80, '10.152.152.11', 45412]"
632,"['10.152.152.11', 45412, '68.232.34.151', 80]"
633,"['68.232.34.151', 80, '10.152.152.11', 45412]"
634,"['10.152.152.11', 45412, '68.232.34.151', 80]"
635,"['68.232.34.151', 80, '10.152.152.11', 45412]"
636,"['68.232.34.151', 80, '10.152.152.11', 45412]"
637,"['10.152.152.11', 45412, '68.232.34.151', 80]"
638,"['68.232.34.151', 80, '10.152.152.11', 45412]"
639,"['68.232.34.151', 80, '10.152.152.11', 45412]"
640,"['68.232.34.151', 80, '10.152.152.11', 45412]"
641,"['68.232.34.151', 80, '10.152.152.11', 45412]"
642,"['68.232.34.151', 80, '10.152.152.11', 45412]"
643,"['68.232.34.151', 80, '10.152.152.11', 45412]"
644,"['10.152.152.11', 45412, '68.232.34.151', 80]"
645,"['68.232.34.151', 80, '10.152.152.11', 45412]"
646,"['68.232.34.151', 80, '10.152.152.11', 45412]"
647,"['10.152.152.11', 45412, '68.232.34.151', 80]"
648,"['68.232.34.151', 80, '10.152.152.11', 45412]"
649,"['68.232.34.151', 80, '10.152.152.11', 45412]"
650,"['10.152.152.11', 45412, '68.232.34.151', 80]"
651,"['68.232.34.151', 80, '10.152.152.11', 45412]"
652,"['10.152.152.11', 45412, '68.232.34.151', 80]"
653,"['68.232.34.151', 80, '10.152.152.11', 45412]"
654,"['68.232.34.151', 80, '10.152.152.11', 45412]"
655,"['10.152.152.11', 45412, '68.232.34.151', 80]"
656,"['68.232.34.151', 80, '10.152.152.11', 45412]"
657,"['68.232.34.151', 80, '10.152.152.11', 45412]"
658,"['10.152.152.11', 45412, '68.232.34.151', 80]"
659,"['68.232.34.151', 80, '10.152.152.11', 45412]"
660,"['10.152.152.11', 45412, '68.232.34.151', 80]"
661,"['68.232.34.151', 80, '10.152.152.11', 45412]"
662,"['10.152.152.11', 45412, '68.232.34.151', 80]"
663,"['68.232.34.151', 80, '10.152.152.11', 45412]"
664,"['68.232.34.151', 80, '10.152.152.11', 45412]"
665,"['10.152.152.11', 45412, '68.232.34.151', 80]"
666,"['68.232.34.151', 80, '10.152.152.11', 45412]"
667,"['10.152.152.11', 45412, '68.232.34.151', 80]"
668,"['68.232.34.151', 80, '10.152.152.11', 45412]"
669,"['10.152.152.11', 45412, '68.232.34.151', 80]"
670,"['68.232.34.151', 80, '10.152.152.11', 45412]"
671,"['68.232.34.151', 80, '10.152.152.11', 45412]"
672,"['10.152.152.11', 45412, '68.232.34.151', 80]"
673,"['68.232.34.151', 80, '10.152.152.11', 45412]"
674,"['10.152.152.11', 45412, '68.232.34.151', 80]"
675,"['68.232.34.151', 80, '10.152.152.11', 45412]"
676,"['10.152.152.11', 45412, '68.232.34.151', 80]"
677,"['68.232.34.151', 80, '10.152.152.11', 45412]"
678,"['68.232.34.151', 80, '10.152.152.11', 45412]"
679,"['10.152.152.11', 45412, '68.232.34.151', 80]"
680,"['68.232.34.151', 80, '10.152.152.11', 45412]"
681,"['10.152.152.11', 45412, '68.232.34.151', 80]"
682,"['68.232.34.151', 80, '10.152.152.11', 45412]"
683,"['68.232.34.151', 80, '10.152.152.11', 45412]"
684,"['10.152.152.11', 45412, '68.232.34.151', 80]"
685,"['68.232.34.151', 80, '10.152.152.11', 45412]"
686,"['10.152.152.11', 45412, '68.232.34.151', 80]"
687,"['68.232.34.151', 80, '10.152.152.11', 45412]"
688,"['68.232.34.151', 80, '10.152.152.11', 45412]"
689,"['10.152.152.11', 45412, '68.232.34.151', 80]"
690,"['68.232.34.151', 80, '10.152.152.11', 45412]"
691,"['10.152.152.11', 45412, '68.232.34.151', 80]"
692,"['68.232.34.151', 80, '10.152.152.11', 45412]"
693,"['68.232.34.151', 80, '10.152.152.11', 45412]"
694,"['10.152.152.11', 45412, '68.232.34.151', 80]"
695,"['68.232.34.151', 80, '10.152.152.11', 45412]"
696,"['10.152.152.11', 45412, '68.232.34.151', 80]"
697,"['68.232.34.151', 80, '10.152.152.11', 45412]"
698,"['10.152.152.11', 45412, '68.232.34.151', 80]"
699,"['68.232.34.151', 80, '10.152.152.11', 45412]"
700,"['68.232.34.151', 80, '10.152.152.11', 45412]"
701,"['10.152.152.11', 45412, '68.232.34.151', 80]"
702,"['68.232.34.151', 80, '10.152.152.11', 45412]"
703,"['10.152.152.11', 45412, '68.232.34.151', 80]"
704,"['68.232.34.151', 80, '10.152.152.11', 45412]"
705,"['68.232.34.151', 80, '10.152.152.11', 45412]"
706,"['10.152.152.11', 45412, '68.232.34.151', 80]"
707,"['68.232.34.151', 80, '10.152.152.11', 45412]"
708,"['10.152.152.11', 45412, '68.232.34.151', 80]"
709,"['68.232.34.151', 80, '10.152.152.11', 45412]"
710,"['68.232.34.151', 80, '10.152.152.11', 45412]"
711,"['10.152.152.11', 45412, '68.232.34.151', 80]"
712,"['68.232.34.151', 80, '10.152.152.11', 45412]"
713,"['10.152.152.11', 45412, '68.232.34.151', 80]"
714,"['68.232.34.151', 80, '10.152.152.11', 45412]"
715,"['68.232.34.151', 80, '10.152.152.11', 45412]"
716,"['10.152.152.11', 45412, '68.232.34.151', 80]"
717,"['68.232.34.151', 80, '10.152.152.11', 45412]"
718,"['10.152.152.11', 45412, '68.232.34.151', 80]"
719,"['68.232.34.151', 80, '10.152.152.11', 45412]"
720,"['10.152.152.11', 45412, '68.232.34.151', 80]"
721,"['68.232.34.151', 80, '10.152.152.11', 45412]"
722,"['68.232.34.151', 80, '10.152.152.11', 45412]"
723,"['10.152.152.11', 45412, '68.232.34.151', 80]"
724,"['68.232.34.151', 80, '10.152.152.11', 45412]"
725,"['68.232.34.151', 80, '10.152.152.11', 45412]"
726,"['68.232.34.151', 80, '10.152.152.11', 45412]"
727,"['68.232.34.151', 80, '10.152.152.11', 45412]"
728,"['68.232.34.151', 80, '10.152.152.11', 45412]"
729,"['68.232.34.151', 80, '10.152.152.11', 45412]"
730,"['10.152.152.11', 45412, '68.232.34.151', 80]"
731,"['68.232.34.151', 80, '10.152.152.11', 45412]"
732,"['68.232.34.151', 80, '10.152.152.11', 45412]"
733,"['68.232.34.151', 80, '10.152.152.11', 45412]"
734,"['10.152.152.11', 45412, '68.232.34.151', 80]"
735,"['68.232.34.151', 80, '10.152.152.11', 45412]"
736,"['10.152.152.11', 45412, '68.232.34.151', 80]"
737,"['68.232.34.151', 80, '10.152.152.11', 45412]"
738,"['10.152.152.11', 45412, '68.232.34.151', 80]"
739,"['68.232.34.151', 80, '10.152.152.11', 45412]"
740,"['68.232.34.151', 80, '10.152.152.11', 45412]"
741,"['10.152.152.11', 45412, '68.232.34.151', 80]"
742,"['68.232.34.151', 80, '10.152.152.11', 45412]"
743,"['10.152.152.11', 45412, '68.232.34.151', 80]"
744,"['68.232.34.151', 80, '10.152.152.11', 45412]"
745,"['68.232.34.151', 80, '10.152.152.11', 45412]"
746,"['10.152.152.11', 45412, '68.232.34.151', 80]"
747,"['68.232.34.151', 80, '10.152.152.11', 45412]"
748,"['10.152.152.11', 45412, '68.232.34.151', 80]"
749,"['68.232.34.151', 80, '10.152.152.11', 45412]"
750,"['68.232.34.151', 80, '10.152.152.11', 45412]"
751,"['10.152.152.11', 45412, '68.232.34.151', 80]"
752,"['68.232.34.151', 80, '10.152.152.11', 45412]"
753,"['10.152.152.11', 45412, '68.232.34.151', 80]"
754,"['68.232.34.151', 80, '10.152.152.11', 45412]"
755,"['68.232.34.151', 80, '10.152.152.11', 45412]"
756,"['10.152.152.11', 45412, '68.232.34.151', 80]"
757,"['68.232.34.151', 80, '10.152.152.11', 45412]"
758,"['10.152.152.11', 45412, '68.232.34.151', 80]"
759,"['68.232.34.151', 80, '10.152.152.11', 45412]"
760,"['10.152.152.11', 45412, '68.232.34.151', 80]"
761,"['68.232.34.151', 80, '10.152.152.11', 45412]"
762,"['68.232.34.151', 80, '10.152.152.11', 45412]"
763,"['10.152.152.11', 45412, '68.232.34.151', 80]"
764,"['68.232.34.151', 80, '10.152.152.11', 45412]"
765,"['10.152.152.11', 45412, '68.232.34.151', 80]"
766,"['68.232.34.151', 80, '10.152.152.11', 45412]"
767,"['68.232.34.151', 80, '10.152.152.11', 45412]"
768,"['10.152.152.11', 45412, '68.232.34.151', 80]"
769,"['68.232.34.151', 80, '10.152.152.11', 45412]"
770,"['10.152.152.11', 45412, '68.232.34.151', 80]"
771,"['68.232.34.151', 80, '10.152.152.11', 45412]"
772,"['68.232.34.151', 80, '10.152.152.11', 45412]"
773,"['10.152.152.11', 45412, '68.232.34.151', 80]"
774,"['68.232.34.151', 80, '10.152.152.11', 45412]"
775,"['10.152.152.11', 45412, '68.232.34.151', 80]"
776,"['68.232.34.151', 80, '10.152.152.11', 45412]"
777,"['68.232.34.151', 80, '10.152.152.11', 45412]"
778,"['10.152.152.11', 45412, '68.232.34.151', 80]"
779,"['68.232.34.151', 80, '10.152.152.11', 45412]"
780,"['10.152.152.11', 45412, '68.232.34.151', 80]"
781,"['68.232.34.151', 80, '10.152.152.11', 45412]"
782,"['10.152.152.11', 45412, '68.232.34.151', 80]"
783,"['68.232.34.151', 80, '10.152.152.11', 45412]"
784,"['68.232.34.151', 80, '10.152.152.11', 45412]"
785,"['10.152.152.11', 45412, '68.232.34.151', 80]"
786,"['68.232.34.151', 80, '10.152.152.11', 45412]"
787,"['10.152.152.11', 45412, '68.232.34.151', 80]"
788,"['68.232.34.151', 80, '10.152.152.11', 45412]"
789,"['68.232.34.151', 80, '10.152.152.11', 45412]"
790,"['10.152.152.11', 45412, '68.232.34.151', 80]"
791,"['68.232.34.151', 80, '10.152.152.11', 45412]"
792,"['10.152.152.11', 45412, '68.232.34.151', 80]"
793,"['68.232.34.151', 80, '10.152.152.11', 45412]"
794,"['10.152.152.11', 45412, '68.232.34.151', 80]"
795,"['68.232.34.151', 80, '10.152.152.11', 45412]"
796,"['68.232.34.151', 80, '10.152.152.11', 45412]"
797,"['10.152.152.11', 45412, '68.232.34.151', 80]"
798,"['68.232.34.151', 80, '10.152.152.11', 45412]"
799,"['68.232.34.151', 80, '10.152.152.11', 45412]"
800,"['68.232.34.151', 80, '10.152.152.11', 45412]"
801,"['10.152.152.11', 45412, '68.232.34.151', 80]"
802,"['68.232.34.151', 80, '10.152.152.11', 45412]"
803,"['10.152.152.11', 45412, '68.232.34.151', 80]"
804,"['68.232.34.151', 80, '10.152.152.11', 45412]"
805,"['10.152.152.11', 45412, '68.232.34.151', 80]"
806,"['68.232.34.151', 80, '10.152.152.11', 45412]"
807,"['68.232.34.151', 80, '10.152.152.11', 45412]"
808,"['10.152.152.11', 45412, '68.232.34.151', 80]"
809,"['68.232.34.151', 80, '10.152.152.11', 45412]"
810,"['10.152.152.11', 45412, '68.232.34.151', 80]"
811,"['68.232.34.151', 80, '10.152.152.11', 45412]"
812,"['68.232.34.151', 80, '10.152.152.11', 45412]"
813,"['10.152.152.11', 45412, '68.232.34.151', 80]"
814,"['68.232.34.151', 80, '10.152.152.11', 45412]"
815,"['10.152.152.11', 45412, '68.232.34.151', 80]"
816,"['68.232.34.151', 80, '10.152.152.11', 45412]"
817,"['10.152.152.11', 45412, '68.232.34.151', 80]"
818,"['68.232.34.151', 80, '10.152.152.11', 45412]"
819,"['68.232.34.151', 80, '10.152.152.11', 45412]"
820,"['10.152.152.11', 45412, '68.232.34.151', 80]"
821,"['68.232.34.151', 80, '10.152.152.11', 45412]"
822,"['10.152.152.11', 45412, '68.232.34.151', 80]"
823,"['68.232.34.151', 80, '10.152.152.11', 45412]"
824,"['68.232.34.151', 80, '10.152.152.11', 45412]"
825,"['10.152.152.11', 45412, '68.232.34.151', 80]"
826,"['68.232.34.151', 80, '10.152.152.11', 45412]"
827,"['10.152.152.11', 45412, '68.232.34.151', 80]"
828,"['68.232.34.151', 80, '10.152.152.11', 45412]"
829,"['10.152.152.11', 45412, '68.232.34.151', 80]"
830,"['68.232.34.151', 80, '10.152.152.11', 45412]"
831,"['68.232.34.151', 80, '10.152.152.11', 45412]"
832,"['10.152.152.11', 45412, '68.232.34.151', 80]"
833,"['68.232.34.151', 80, '10.152.152.11', 45412]"
834,"['10.152.152.11', 45412, '68.232.34.151', 80]"
835,"['68.232.34.151', 80, '10.152.152.11', 45412]"
836,"['68.232.34.151', 80, '10.152.152.11', 45412]"
837,"['10.152.152.11', 45412, '68.232.34.151', 80]"
838,"['68.232.34.151', 80, '10.152.152.11', 45412]"
839,"['10.152.152.11', 45412, '68.232.34.151', 80]"
840,"['68.232.34.151', 80, '10.152.152.11', 45412]"
841,"['68.232.34.151', 80, '10.152.152.11', 45412]"
842,"['10.152.152.11', 45412, '68.232.34.151', 80]"
843,"['68.232.34.151', 80, '10.152.152.11', 45412]"
844,"['10.152.152.11', 45412, '68.232.34.151', 80]"
845,"['68.232.34.151', 80, '10.152.152.11', 45412]"
846,"['68.232.34.151', 80, '10.152.152.11', 45412]"
847,"['10.152.152.11', 45412, '68.232.34.151', 80]"
848,"['68.232.34.151', 80, '10.152.152.11', 45412]"
849,"['10.152.152.11', 45412, '68.232.34.151', 80]"
850,"['68.232.34.151', 80, '10.152.152.11', 45412]"
851,"['10.152.152.11', 45412, '68.232.34.151', 80]"
852,"['68.232.34.151', 80, '10.152.152.11', 45412]"
853,"['68.232.34.151', 80, '10.152.152.11', 45412]"
854,"['10.152.152.11', 45412, '68.232.34.151', 80]"
855,"['68.232.34.151', 80, '10.152.152.11', 45412]"
856,"['10.152.152.11', 45412, '68.232.34.151', 80]"
857,"['68.232.34.151', 80, '10.152.152.11', 45412]"
