,skypechat.pcap
1757,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1758,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1759,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1760,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1761,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1762,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1763,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1764,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1765,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1766,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1767,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1768,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1769,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1770,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1771,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1772,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1773,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1774,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1775,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1776,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1777,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1778,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1779,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1780,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1781,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1782,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1783,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1784,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1785,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1786,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1787,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1788,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1789,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1790,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1791,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1792,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1793,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1794,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1795,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1796,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1797,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1798,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1799,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1800,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1801,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1802,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1803,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1804,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1805,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1806,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1807,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1808,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1809,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1810,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1811,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1812,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1813,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1814,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1815,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1816,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1817,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1818,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1819,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1820,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1821,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1822,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1823,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1824,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1825,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1826,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1827,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1828,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1829,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1830,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1831,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1832,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1833,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1834,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1835,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1836,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1837,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1838,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1839,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1840,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1841,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1842,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1843,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1844,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1845,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1846,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1847,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1848,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1849,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1850,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1851,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1852,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1853,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1854,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1855,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1856,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1857,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1858,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1859,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1860,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1861,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1862,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1863,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1864,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1865,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1866,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1867,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1868,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1869,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1870,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1871,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1872,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1873,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1874,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1875,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1876,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1877,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1878,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1879,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1880,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1881,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1882,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1883,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1884,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1885,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1886,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1887,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1888,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1889,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1890,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1891,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1892,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1893,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1894,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1895,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1896,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1897,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1898,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1899,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1900,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1901,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1902,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1903,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1904,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1905,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1906,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1907,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1908,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1909,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1910,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1911,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1912,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1913,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1914,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1915,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1916,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1917,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1918,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1919,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1920,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1921,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1922,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1923,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1924,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1925,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1926,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1927,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1928,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1929,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1930,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1931,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1932,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1933,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1934,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1935,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1936,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1937,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1938,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1939,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1940,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1941,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1942,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1943,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1944,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1945,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1946,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1947,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1948,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1949,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1950,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1951,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1952,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1953,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1954,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1955,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1956,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1957,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1958,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1959,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1960,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1961,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1962,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1963,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1964,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1965,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1966,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1967,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1968,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1969,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1970,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1971,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1972,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1973,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1974,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1975,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1976,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1977,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1978,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1979,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1980,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1981,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1982,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1983,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1984,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1985,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1986,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1987,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1988,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1989,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1990,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1991,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1992,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1993,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1994,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1995,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1996,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1997,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1998,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1999,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2000,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2001,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2002,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2003,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2004,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2005,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2006,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2007,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2008,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2009,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2010,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2011,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2012,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2013,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2014,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2015,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2016,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2017,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2018,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2019,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2020,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2021,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2022,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2023,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2024,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2025,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2026,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2027,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2028,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2029,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2030,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2031,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2032,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2033,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2034,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2035,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2036,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2037,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2038,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2039,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2040,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2041,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2042,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2043,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2044,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2045,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2046,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2047,"['146.255.70.183', 22005, '10.152.152.11', 38056]"
2048,"['10.152.152.11', 38056, '146.255.70.183', 22005]"
2049,"['146.255.70.183', 22005, '10.152.152.11', 38056]"
2050,"['10.152.152.11', 39531, '173.51.119.15', 39202]"
2051,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2052,"['10.152.152.11', 43148, '108.39.88.214', 7106]"
2053,"['173.51.119.15', 39202, '10.152.152.11', 39531]"
2054,"['10.152.152.11', 39531, '173.51.119.15', 39202]"
2055,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2056,"['108.39.88.214', 7106, '10.152.152.11', 43148]"
2057,"['10.152.152.11', 39531, '173.51.119.15', 39202]"
2058,"['173.51.119.15', 39202, '10.152.152.11', 39531]"
2059,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2060,"['173.51.119.15', 39202, '10.152.152.11', 39531]"
2061,"['10.152.152.11', 39531, '173.51.119.15', 39202]"
2062,"['10.152.152.11', 39531, '173.51.119.15', 39202]"
2063,"['173.51.119.15', 39202, '10.152.152.11', 39531]"
2064,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2065,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2066,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2067,"['173.51.119.15', 39202, '10.152.152.11', 39531]"
2068,"['10.152.152.11', 39531, '173.51.119.15', 39202]"
2069,"['173.51.119.15', 39202, '10.152.152.11', 39531]"
2070,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2071,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2072,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2073,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2074,"['108.39.88.214', 7106, '10.152.152.11', 43148]"
2075,"['10.152.152.11', 43148, '108.39.88.214', 7106]"
2076,"['108.39.88.214', 7106, '10.152.152.11', 43148]"
2077,"['10.152.152.11', 42393, '23.24.13.89', 17062]"
2078,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2079,"['23.24.13.89', 17062, '10.152.152.11', 42393]"
2080,"['10.152.152.11', 42393, '23.24.13.89', 17062]"
2081,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2082,"['10.152.152.11', 42393, '23.24.13.89', 17062]"
2083,"['23.24.13.89', 17062, '10.152.152.11', 42393]"
2084,"['173.51.119.15', 39202, '10.152.152.11', 39531]"
2085,"['10.152.152.11', 39531, '173.51.119.15', 39202]"
2086,"['173.51.119.15', 39202, '10.152.152.11', 39531]"
2087,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2088,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2089,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2090,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2091,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2092,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2093,"['23.24.13.89', 17062, '10.152.152.11', 42393]"
2094,"['10.152.152.11', 42393, '23.24.13.89', 17062]"
2095,"['10.152.152.11', 42393, '23.24.13.89', 17062]"
2096,"['23.24.13.89', 17062, '10.152.152.11', 42393]"
2097,"['23.24.13.89', 17062, '10.152.152.11', 42393]"
2098,"['10.152.152.11', 42393, '23.24.13.89', 17062]"
2099,"['23.24.13.89', 17062, '10.152.152.11', 42393]"
2100,"['173.51.119.15', 39202, '10.152.152.11', 39531]"
2101,"['23.24.13.89', 17062, '10.152.152.11', 42393]"
2102,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2103,"['10.152.152.11', 39531, '173.51.119.15', 39202]"
2104,"['10.152.152.11', 42393, '23.24.13.89', 17062]"
2105,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2106,"['173.51.119.15', 39202, '10.152.152.11', 39531]"
2107,"['23.24.13.89', 17062, '10.152.152.11', 42393]"
2108,"['23.24.13.89', 17062, '10.152.152.11', 42393]"
2109,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2110,"['10.152.152.11', 39531, '173.51.119.15', 39202]"
2111,"['10.152.152.11', 42393, '23.24.13.89', 17062]"
2112,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2113,"['173.51.119.15', 39202, '10.152.152.11', 39531]"
2114,"['23.24.13.89', 17062, '10.152.152.11', 42393]"
2115,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2116,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2117,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2118,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2119,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2120,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2121,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2122,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2123,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2124,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2125,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2126,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2127,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2128,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2129,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2130,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2131,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2132,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2133,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2134,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2135,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2136,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2137,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2138,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2139,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2140,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2141,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2142,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2143,"['10.152.152.11', 41801, '157.56.116.207', 12350]"
2144,"['10.152.152.11', 32826, '157.55.130.151', 40015]"
2145,"['157.56.116.207', 12350, '10.152.152.11', 41801]"
2146,"['157.55.130.151', 40015, '10.152.152.11', 32826]"
2147,"['157.56.116.207', 12350, '10.152.152.11', 41801]"
2148,"['10.152.152.11', 41801, '157.56.116.207', 12350]"
2149,"['157.55.130.151', 40015, '10.152.152.11', 32826]"
2150,"['10.152.152.11', 32826, '157.55.130.151', 40015]"
2151,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2152,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2153,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2154,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2155,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2156,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2157,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2158,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2159,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2160,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2161,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2162,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2163,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2164,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2165,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2166,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2167,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2168,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2169,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2170,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2171,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2172,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2173,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2174,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2175,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2176,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2177,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2178,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2179,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2180,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2181,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2182,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2183,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2184,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2185,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2186,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2187,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2188,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2189,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2190,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2191,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2192,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2193,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2194,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2195,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2196,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2197,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
